elevation,slope,aspect,tpi,ndvi,ndmi,ndwi,mndwi,ndfi,evi,ibi,ndbi,ui,mvi,nbr,savi,evi2,bui,kndvi
606,6,90,3,4842,360,-4829,-4549,2545,2471,-5050,-360,-2265,1120,2265,2453,2292,-6485,951
509,0,0,-3,7762,2959,-6975,-5063,8910,5066,8682,-2959,-5991,2254,5991,4647,4656,-9928,3932
604,1,0,1,4497,-315,-5003,-5243,-269,2333,-16459,315,-1543,912,1543,2393,2243,-6616,979
604,5,259,17,7402,2274,-6620,-5109,7584,4754,7294,-2274,-5110,1882,5110,4405,4383,-9368,3552
708,3,252,-1,7065,1517,-6201,-5174,6229,4133,3894,-1517,-4162,1526,4162,3863,3767,-9049,2523
580,5,180,2,7665,2372,-6877,-5389,8289,4244,5532,-2372,-5635,1898,5635,4029,3937,-10245,2632
589,5,281,-7,7622,2666,-6970,-5284,8552,4537,6747,-2666,-5665,2067,5665,4282,4230,-9753,3163
630,1,0,-1,6572,1482,-5768,-4684,6602,3500,3730,-1482,-4434,1557,4434,3332,3187,-8796,1751
675,0,0,7,6737,1639,-5787,-4580,6336,3950,5628,-1639,-4160,1627,4160,3671,3559,-8440,2275
522,3,135,-9,7519,3063,-6674,-4543,9628,4915,9420,-3063,-6454,2420,6454,4369,4339,-10028,3424
586,8,167,-5,7773,2348,-6516,-4921,8199,4597,7559,-2348,-5629,1933,5629,4273,4213,-10423,3059
640,9,96,-12,7535,2644,-6773,-5030,8466,4681,7606,-2644,-5577,2076,5577,4310,4266,-9557,3256
572,3,146,2,7924,2795,-7105,-5377,9000,4344,6336,-2795,-6026,2114,6026,4111,4021,-10472,2682
668,3,146,-3,6272,1103,-5717,-4921,5293,3522,1417,-1103,-3983,1389,3983,3359,3230,-8602,1907
629,3,0,-1,6206,691,-5524,-5027,4781,3304,-1893,-691,-3868,1226,3868,3122,2970,-9044,1539
626,2,333,-1,4207,-116,-4467,-4549,-607,2161,-14758,116,-1221,990,1221,2230,2079,-5653,849
599,6,0,-9,5503,380,-5408,-5137,3105,2852,-5714,-380,-2450,1123,2450,2821,2666,-7330,1296
644,2,270,-2,6228,1319,-5569,-4582,5255,3685,4229,-1319,-3916,1496,3916,3566,3459,-8097,2277
553,1,315,-4,8317,3721,-7545,-5326,9822,5373,9046,-3721,-6684,2710,6684,4948,5000,-10602,4371
606,5,68,-6,2728,-1429,-3618,-4799,-10000,1336,-32768,1429,763,614,-763,1356,1230,-4674,286
613,2,27,-4,5380,588,-5065,-4617,2970,3026,-1668,-588,-2717,1198,2717,3024,2887,-7123,1627
522,9,49,-12,7954,3054,-7081,-5139,9153,4852,8037,-3054,-6172,2313,6172,4491,4463,-10341,3462
608,5,90,1,8163,3099,-7288,-5399,9180,5427,8603,-3099,-6153,2304,6153,4946,5004,-10547,4461
663,3,162,-3,6539,1304,-5797,-4859,5596,3830,3596,-1304,-4121,1461,4121,3636,3525,-8700,2280
632,0,0,-9,6489,822,-5897,-5330,4969,3542,-767,-822,-4027,1259,4027,3416,3281,-9299,1903
558,10,275,10,8145,3358,-6967,-4692,9457,5005,9422,-3358,-6299,2646,6299,4528,4503,-10362,3479
641,3,161,-10,5656,633,-5246,-4768,3786,3014,-2050,-633,-2838,1214,2838,2898,2741,-7450,1340
578,5,349,3,7873,2573,-7137,-5592,8630,4357,5573,-2573,-5755,1970,5755,4121,4033,-10385,2715
630,0,0,2,5877,793,-5310,-4724,3776,3366,-161,-793,-2753,1269,2753,3191,3053,-7342,1728
633,3,180,-6,5767,361,-5499,-5234,3080,3368,-5325,-361,-3380,1118,3380,3235,3107,-8579,1847
577,6,309,-1,7858,2863,-7148,-5388,8899,4448,6577,-2863,-5764,2164,5764,4243,4182,-9929,3024
549,4,153,-6,7537,2132,-6912,-5618,7558,4576,5291,-2132,-5159,1756,5159,4310,4268,-9883,3263
601,3,225,-1,6279,1385,-5625,-4600,6161,3736,3805,-1385,-4371,1515,4371,3404,3276,-8549,1964
621,7,310,-5,7830,2742,-6959,-5210,8638,5078,7966,-2742,-5851,2109,5851,4597,4594,-10184,3771
542,9,108,-3,6607,1359,-6304,-5420,5406,4218,2569,-1359,-4168,1454,4168,3908,3838,-8777,2855
687,5,233,-7,7147,1523,-6151,-5109,6572,4054,3731,-1523,-4779,1535,4779,3754,3639,-9832,2286
576,6,207,15,8024,3005,-7205,-5359,9131,4893,7744,-3005,-6082,2236,6082,4591,4579,-10378,3653
724,4,104,26,6008,1019,-5652,-4915,5038,3280,1126,-1019,-4081,1346,4081,3303,3172,-8509,1867
660,7,56,16,7976,2940,-7108,-5275,8853,5115,8167,-2940,-5789,2209,5789,4685,4694,-10013,3908
577,8,6,1,8066,2937,-7451,-5772,8920,5172,7409,-2937,-5889,2150,5889,4922,4977,-10303,4449
547,3,236,-8,7883,2978,-7180,-5347,9028,4685,7264,-2978,-5891,2217,5891,4401,4359,-9945,3289
621,12,356,1,7952,2509,-7199,-5723,8525,4590,5303,-2509,-5867,1925,5867,4198,4120,-10740,2837
623,5,225,5,7504,2575,-6782,-5100,8277,4531,7169,-2575,-5492,2036,5492,4272,4223,-9506,3195
540,4,76,-11,8206,3612,-7145,-4763,9883,5426,10395,-3612,-6664,2757,6664,4901,4946,-10550,4309
523,1,315,7,7293,2505,-6540,-4822,8635,4140,6712,-2505,-5682,2036,5682,3841,3732,-9562,2390
601,6,199,-4,5432,241,-5290,-5114,2729,2940,-6629,-241,-2631,1079,2631,2853,2703,-7686,1351
547,1,135,8,8054,3016,-7284,-5470,9091,4856,7209,-3016,-5933,2227,5933,4500,4470,-10210,3437
643,3,90,17,5865,757,-5465,-4910,4463,3145,-980,-757,-3663,1250,3663,3093,2945,-8338,1571
662,7,90,-9,6129,945,-5606,-4925,4630,3586,1263,-945,-3959,1316,3959,3467,3351,-8640,2124
651,1,180,0,6416,1012,-5503,-4758,4709,3686,2248,-1012,-3282,1349,3282,3481,3357,-8133,2041
611,4,296,-9,5069,-122,-4461,-4559,1458,2443,-12640,122,-1591,963,1591,2257,2084,-6873,719
658,4,64,0,6665,1909,-5755,-4328,7210,3912,6668,-1909,-4734,1791,4734,3626,3513,-8597,2229
468,5,349,2,7107,2223,-6344,-4795,7883,3885,6159,-2223,-5233,1892,5233,3757,3645,-9212,2318
582,4,45,-8,8024,2976,-7250,-5450,8959,5247,8056,-2976,-5917,2202,5917,4808,4840,-10201,4181
588,3,252,1,7580,2728,-6459,-4528,8610,4665,9412,-2728,-5685,2204,5685,4363,4325,-9617,3347
637,6,199,8,7561,2370,-6804,-5289,7896,4785,6830,-2370,-5303,1900,5303,4402,4374,-9691,3455
585,5,259,-2,4152,-1117,-4347,-5210,-3244,2042,-27257,1117,-800,722,800,2008,1856,-6971,653
661,11,246,17,7367,1398,-6517,-5641,6392,4117,1983,-1398,-4468,1453,4468,3825,3713,-9955,2338
732,3,315,0,6733,1593,-5756,-4584,5838,4210,5999,-1593,-3680,1605,3680,3799,3703,-7981,2523
623,4,0,1,7430,1755,-6327,-5143,6987,4432,5139,-1755,-5135,1630,5135,4033,3949,-10248,2720
605,3,236,5,7936,2530,-7118,-5598,8598,4442,5571,-2530,-5911,1945,5911,4158,4074,-10744,2765
620,7,7,0,7757,2471,-6763,-5150,8251,4929,7468,-2471,-5759,1973,5759,4450,4421,-10370,3465
629,9,79,2,8196,2957,-7364,-5631,9027,5170,7401,-2957,-5967,2172,5967,4758,4772,-10571,3958
556,6,270,-12,7501,2183,-6762,-5372,7759,4401,5471,-2183,-5229,1801,5229,4101,4022,-9801,2817
581,6,0,8,8092,3307,-7032,-4858,9404,4859,9006,-3307,-6223,2519,6223,4518,4494,-10254,3469
553,8,135,1,7899,2566,-7000,-5399,8613,4546,6284,-2566,-5910,2000,5910,4244,4176,-10623,2965
527,3,135,-1,8004,3794,-7303,-4853,9880,5606,10626,-3794,-6644,2877,6644,5081,5177,-9856,4923
528,1,270,-3,2276,-1751,-3428,-4890,-9388,1160,-1,1751,489,545,-489,1163,1053,-5149,227
586,3,108,-2,4715,-798,-4817,-5417,-1437,2137,-23260,798,-771,803,771,2145,1980,-6902,680
641,6,0,5,7975,2880,-7040,-5218,8979,4552,7152,-2880,-5850,2182,5850,4266,4198,-10191,2967
649,2,180,-4,6235,220,-5861,-5718,4141,3000,-7590,-220,-3467,1063,3467,2944,2776,-9381,1279
694,2,0,-1,5193,-250,-4575,-4783,-284,2716,-17659,250,-1344,941,1344,2620,2467,-7018,1146
620,3,315,-4,6362,1144,-5246,-4364,4911,3789,4695,-1144,-3670,1427,3670,3563,3450,-8270,2212
526,2,243,3,7568,2460,-6828,-5258,8260,4383,6070,-2460,-5385,1949,5385,4060,3976,-9670,2718
558,5,233,9,8216,3345,-7279,-5199,9417,5354,9173,-3345,-6360,2473,6360,4911,4958,-10544,4331
599,3,270,-10,7723,2372,-6698,-5138,7963,4887,7752,-2372,-5481,1928,5481,4552,4545,-10120,3737
696,1,135,5,7097,2092,-6284,-4827,7287,4390,6934,-2092,-4963,1817,4963,4068,4000,-9085,2927
578,2,0,5,6154,836,-5700,-5104,4535,3463,-771,-836,-3599,1281,3599,3313,3178,-8462,1840
674,4,346,-5,7120,2009,-6197,-4784,7129,4250,6732,-2009,-4648,1778,4648,3996,3915,-8875,2759
595,3,214,6,6368,1030,-5887,-5171,5495,3299,250,-1030,-4017,1340,4017,3258,3112,-8834,1690
628,7,304,17,7674,3099,-6816,-4714,9235,4633,8802,-3099,-6055,2406,6055,4322,4274,-9650,3215
636,3,252,3,7065,2459,-6007,-4163,7959,4271,9715,-2459,-5117,2111,5117,4093,4029,-8615,2994
616,5,112,-5,6363,1117,-5492,-4659,4821,4016,3904,-1117,-4028,1402,4028,3722,3630,-8700,2533
629,4,194,-1,6437,941,-5687,-5016,4868,3710,637,-941,-3738,1316,3738,3447,3318,-8753,1982
603,11,99,-5,7657,2321,-6691,-5173,7798,4964,7412,-2321,-5351,1891,5351,4496,4481,-9959,3629
645,3,214,1,6259,567,-5665,-5271,3612,3631,-3212,-567,-3144,1182,3144,3461,3341,-8548,2078
587,5,121,-1,4690,-857,-4927,-5550,-778,2475,-32488,857,-1668,778,1668,2471,2315,-7823,1004
641,1,135,-1,7597,2443,-6534,-4867,8239,4621,7644,-2443,-5584,1989,5584,4216,4152,-9966,3017
641,7,106,8,6134,401,-5727,-5450,3968,3079,-5031,-401,-3002,1119,3002,3031,2871,-8512,1411
591,7,56,16,8194,2809,-7207,-5512,8953,5123,7237,-2809,-6217,2106,6217,4619,4605,-11124,3630
554,4,45,-9,6119,1027,-5822,-5099,5213,3495,482,-1027,-4120,1345,4120,3289,3154,-8666,1819
588,3,315,7,7763,2836,-6913,-5068,8823,4532,7423,-2836,-5833,2194,5833,4257,4195,-9925,3039
539,11,290,-10,8353,2623,-7453,-6003,8776,4938,5962,-2623,-5950,1948,5950,4673,4664,-11279,3678
689,3,90,-2,5026,135,-5229,-5127,2785,2441,-8370,-135,-2626,1046,2626,2520,2358,-7418,1008
578,4,153,-15,7914,2655,-7095,-5467,8518,5104,7263,-2655,-5786,2027,5786,4628,4627,-10355,3802
602,11,138,2,8097,3116,-7296,-5406,9289,5135,8032,-3116,-6376,2297,6376,4732,4744,-10731,3947
678,1,180,0,6700,1457,-5757,-4695,6109,3770,4205,-1457,-3986,1538,3986,3544,3418,-8494,2063
594,3,236,-7,6107,1099,-5388,-4559,4766,3670,3216,-1099,-3606,1395,3606,3439,3320,-7982,2080
615,3,162,12,7623,2676,-6774,-5007,8447,5038,8650,-2676,-5738,2098,5738,4606,4613,-9833,3913
626,2,296,7,7165,1812,-6367,-5149,6998,4201,4840,-1812,-4940,1656,4940,3913,3820,-9593,2585
548,2,90,-4,8130,3021,-7103,-5196,9222,5081,8126,-3021,-6194,2269,6194,4570,4549,-10681,3551
594,4,45,12,7779,2698,-6831,-5066,8631,4858,7887,-2698,-5817,2102,5817,4430,4397,-10126,3405
649,1,45,-11,6884,925,-6091,-5483,5431,3676,-653,-925,-4047,1289,4047,3458,3319,-9633,1868
530,16,128,-4,7868,2734,-7226,-5598,8868,4395,5808,-2734,-5992,2049,5992,4149,4066,-10436,2772
552,3,161,-7,7189,2004,-6266,-4871,7292,4486,6761,-2004,-5229,1773,5229,4107,4042,-9661,2975
575,4,244,0,4706,-285,-4426,-4654,-524,2690,-18138,285,-1390,913,1390,2498,2343,-6598,1038
601,2,244,-9,7580,2524,-6398,-4625,8345,4517,8380,-2524,-5479,2072,5479,4181,4115,-9697,2969
584,2,0,0,6386,1851,-5522,-4082,7173,3626,6563,-1851,-4286,1800,4286,3341,3202,-7774,1815
562,3,225,20,6846,1145,-6263,-5539,5774,3629,62,-1145,-3924,1367,3924,3469,3336,-9158,1923
576,1,270,6,4326,-488,-4714,-5064,1259,1885,-21470,488,-1888,913,1888,1899,1739,-7075,524
625,4,104,-11,8258,3241,-7272,-5274,9281,5814,9758,-3241,-6272,2391,6272,5194,5306,-10655,5050
575,3,0,-3,6334,706,-5760,-5264,4128,3531,-1534,-706,-3021,1225,3021,3378,3246,-8250,1896
546,5,301,-2,6198,1241,-5551,-4629,5983,3577,3006,-1241,-4382,1449,4382,3300,3162,-8693,1800
605,4,284,-1,7910,3223,-6948,-4802,9415,5356,9849,-3223,-6258,2470,6258,4762,4790,-10111,4139
641,1,135,9,6299,1508,-5274,-4091,5747,3938,7355,-1508,-3936,1611,3936,3631,3529,-7876,2371
518,6,309,1,7645,2678,-6999,-5319,8724,4174,5996,-2678,-5763,2056,5763,3985,3886,-9893,2544
560,3,342,0,5831,1354,-5119,-4045,5962,3605,5551,-1354,-4069,1544,4069,3271,3143,-7734,1875
645,5,315,13,6481,969,-5788,-5112,4585,3896,1161,-969,-3489,1319,3489,3648,3545,-8508,2350
708,1,225,8,5192,491,-5255,-4890,2879,2691,-3885,-491,-2227,1159,2227,2719,2564,-6587,1212
697,5,79,-1,7058,1788,-6219,-4995,6739,4253,5372,-1788,-4628,1658,4628,3917,3828,-9156,2634
547,1,180,-6,7315,1683,-6268,-5125,7002,3960,4206,-1683,-4735,1598,4735,3754,3633,-9739,2225
584,0,0,-3,5772,766,-5249,-4673,3695,3275,-138,-766,-2830,1265,2830,3178,3045,-7364,1754
554,2,63,-10,7521,1769,-6832,-5765,7049,4266,3414,-1769,-4673,1591,4673,4070,3989,-9828,2761
613,5,338,4,4984,188,-4887,-4742,2271,2659,-7105,-188,-2471,1061,2471,2587,2429,-7134,1083
687,5,101,-4,7321,1695,-6388,-5261,6617,4411,4814,-1695,-4525,1595,4525,4067,3989,-9494,2828
558,5,22,4,7840,2784,-6984,-5204,8610,5029,7916,-2784,-5781,2148,5781,4569,4563,-10025,3723
670,3,198,10,7739,2688,-6984,-5288,8786,4317,6246,-2688,-5854,2065,5854,4043,3949,-10136,2617
585,3,304,3,1817,-2246,-3093,-4993,-10000,763,32767,2246,1548,449,-1548,837,746,-4624,103
637,5,301,-5,5988,758,-5473,-4918,4900,3096,-1336,-758,-3956,1254,3956,3023,2867,-8784,1435
537,3,56,-4,7797,2857,-6824,-4917,8781,4580,8225,-2857,-5747,2240,5747,4377,4335,-9813,3286
546,2,207,3,7828,2887,-7103,-5304,9087,3995,5948,-2887,-5915,2177,5915,3846,3724,-10049,2246
584,3,0,-1,4869,-465,-5209,-5539,1014,2455,-18946,465,-2288,876,2288,2506,2347,-7941,1009
644,7,220,-8,7876,2948,-6994,-5096,8954,5120,8479,-2948,-5921,2244,5921,4614,4612,-10020,3786
625,4,45,-3,7961,2962,-7033,-5138,8890,5316,8964,-2962,-5977,2248,5977,4818,4855,-10208,4250
610,3,341,3,4746,485,-5194,-4828,2523,2430,-4463,-485,-2103,1165,2103,2512,2358,-6000,1057
597,2,90,-5,7930,2867,-6966,-5119,8811,5248,8928,-2867,-5997,2192,5997,4791,4823,-10334,4196
636,4,104,-12,6630,1158,-5919,-5117,5436,3789,1909,-1158,-4022,1386,4022,3547,3422,-8947,2083
623,9,319,5,8286,3176,-7478,-5640,9450,5145,7494,-3176,-6329,2296,6329,4733,4738,-10884,3852
548,6,108,0,7870,2912,-7153,-5354,9022,4563,7061,-2912,-6040,2186,6040,4356,4306,-10229,3197
668,3,326,-2,6059,866,-5496,-4864,4476,3368,82,-866,-3482,1293,3482,3254,3116,-8199,1773
621,5,59,-12,7686,2722,-6741,-4924,8687,4500,7428,-2722,-5546,2135,5546,4121,4040,-9603,2785
602,3,161,-5,6026,784,-5560,-4995,4305,3310,-907,-784,-3220,1257,3220,3167,3021,-8012,1638
650,3,341,-2,7818,2447,-6960,-5439,8390,4460,6005,-2447,-5752,1923,5752,4219,4149,-10491,2938
615,6,108,-12,5936,958,-5347,-4632,4427,3326,1081,-958,-3185,1338,3185,3182,3042,-7594,1696
550,7,240,-9,7648,1909,-6604,-5367,7489,4355,4774,-1909,-5366,1685,5366,4033,3941,-10577,2637
609,1,45,2,5590,936,-5399,-4703,3957,3046,284,-936,-2465,1325,2465,2987,2840,-6488,1498
695,2,63,4,6635,1513,-5815,-4716,5657,4344,6453,-1513,-4527,1557,4527,4065,4014,-8928,3167
499,7,337,16,8019,3083,-7160,-5233,9167,5129,8571,-3083,-6199,2301,6199,4765,4792,-10414,4097
658,5,68,-1,8121,3194,-7212,-5219,9270,5393,9103,-3194,-6241,2374,6241,4922,4974,-10461,4415
605,1,0,7,7913,3404,-6827,-4459,9649,5241,10609,-3404,-6302,2685,6302,4667,4676,-9870,3902
719,3,0,12,7450,2551,-6477,-4701,8332,4396,8007,-2551,-5543,2079,5543,4149,4082,-9539,2947
716,1,0,3,7299,2068,-6319,-4891,7516,4324,6175,-2068,-4995,1797,4995,3926,3828,-9436,2547
616,1,90,10,5663,390,-5491,-5207,3221,3100,-4939,-390,-2949,1124,2949,3033,2886,-7970,1534
624,3,162,5,5944,1320,-5450,-4452,5322,3406,3848,-1320,-3736,1497,3736,3284,3154,-7573,1870
605,1,270,-1,6524,1419,-5400,-4310,5638,3952,6378,-1419,-4124,1557,4124,3721,3624,-8516,2465
573,5,53,2,8026,2940,-7257,-5498,9025,4981,7445,-2940,-6255,2185,6255,4656,4658,-10741,3811
639,4,76,-1,4605,-546,-5294,-5676,324,2455,-21952,546,-2307,859,2307,2517,2366,-7847,1086
690,2,180,-2,6701,1896,-5683,-4245,7030,3876,7124,-1896,-4250,1793,4250,3610,3493,-8079,2189
694,5,143,-3,6466,1470,-5406,-4275,5844,3774,6008,-1470,-3956,1576,3956,3544,3424,-8159,2133
565,1,135,4,7703,2278,-6868,-5430,7663,5218,6746,-2278,-5025,1866,5025,4595,4598,-9695,3848
724,7,326,6,7570,2384,-6527,-4908,8098,4583,7332,-2384,-5430,1953,5430,4175,4106,-9838,2942
679,6,153,3,7648,2742,-6938,-5180,8651,4632,7345,-2742,-5693,2116,5693,4341,4297,-9710,3268
665,1,270,-5,6221,1346,-5605,-4606,5448,3646,3938,-1346,-3820,1494,3820,3441,3318,-7930,2040
580,2,333,-3,7555,2079,-6307,-4866,7682,4299,6370,-2079,-5168,1802,5168,3946,3843,-9959,2493
565,5,90,4,7750,2651,-6904,-5205,8605,4537,7044,-2651,-5786,2056,5786,4284,4226,-10122,3092
657,3,315,18,7810,2875,-6754,-4812,8884,4780,8780,-2875,-5814,2248,5814,4434,4401,-9892,3399
646,3,236,-3,5950,920,-5618,-4952,4627,3362,565,-920,-3919,1308,3919,3329,3202,-8429,1936
576,10,22,1,8167,3144,-7123,-5124,9397,5194,8627,-3144,-6345,2363,6345,4663,4660,-10755,3752
668,2,64,3,6486,1490,-5780,-4691,6401,3365,3361,-1490,-4137,1560,4137,3267,3119,-8373,1679
599,3,236,3,7660,2167,-6640,-5244,7773,4862,6843,-2167,-5415,1809,5415,4426,4400,-10303,3463
592,3,304,-3,5497,150,-5302,-5195,3198,2773,-7994,-150,-3039,1045,3039,2707,2542,-8295,1126
642,3,124,1,7652,2434,-7054,-5574,8312,4328,5445,-2434,-5545,1909,5545,4160,4088,-10024,2891
585,6,153,1,5289,1135,-5224,-4346,4472,2864,2068,-1135,-2930,1423,2930,2860,2711,-6277,1382
596,3,56,1,7684,2757,-6917,-5142,8680,4639,7382,-2757,-5757,2123,5757,4319,4271,-9826,3211
514,4,243,1,7922,3182,-7116,-5079,9369,4744,8039,-3182,-6314,2411,6314,4408,4369,-10273,3314
627,2,297,-6,7098,2101,-5740,-4138,7263,4635,10152,-2101,-4758,1909,4758,4170,4117,-8825,3152
624,5,127,7,6063,1211,-5219,-4281,5130,3435,4070,-1211,-3570,1463,3570,3301,3168,-7707,1857
691,5,292,-6,8110,2844,-7177,-5442,8799,5139,7715,-2844,-5807,2136,5807,4716,4726,-10390,3904
566,7,106,-7,7929,3053,-7093,-5159,9253,4971,8101,-3053,-6262,2296,6262,4521,4500,-10407,3547
597,1,45,-7,7784,2608,-6899,-5232,8589,4475,6584,-2608,-5799,2029,5799,4162,4083,-10257,2828
706,5,143,4,7551,1995,-6694,-5440,7116,4779,5861,-1995,-4689,1709,4689,4418,4396,-9542,3508
661,6,288,26,4376,-438,-4829,-5162,693,2056,-18944,438,-1868,878,1868,2092,1931,-7022,666
584,10,232,-1,7428,2539,-6876,-5256,8350,4232,5951,-2539,-5426,1993,5426,3981,3889,-9385,2614
627,3,146,2,6579,1880,-5772,-4366,6813,3778,6544,-1880,-4308,1762,4308,3581,3462,-8005,2160
644,1,315,0,8286,3649,-7200,-4823,9745,5537,10401,-3649,-6520,2770,6520,4971,5030,-10424,4446
539,2,90,1,7841,2960,-6937,-5003,9129,5121,8472,-2960,-5989,2271,5989,4515,4497,-10040,3575
597,2,296,7,5548,533,-5451,-5063,4139,2853,-3603,-533,-3557,1170,3557,2828,2669,-8257,1273
594,11,160,-11,8050,2826,-7266,-5588,8966,4781,6538,-2826,-6063,2103,6063,4412,4367,-10670,3252
661,6,279,8,6516,1324,-5811,-4855,5541,3842,3706,-1324,-4150,1478,4150,3687,3584,-8680,2390
675,3,326,-7,7347,1603,-6440,-5402,6671,4283,3637,-1603,-4720,1547,4720,3933,3836,-9905,2553
543,1,270,-3,8264,2539,-7213,-5715,7928,6281,9190,-2539,-5160,1951,5160,5523,5726,-10286,5972
579,3,270,4,6495,1070,-5582,-4798,5717,3576,1952,-1070,-4459,1369,4459,3357,3216,-9388,1803
605,5,202,0,7522,2491,-6672,-5013,8292,4443,6982,-2491,-5559,1995,5559,4129,4055,-9752,2865
690,6,321,-1,6557,1471,-5586,-4478,6354,3496,4326,-1471,-3983,1569,3983,3303,3155,-8287,1704
677,2,0,-1,6402,643,-5607,-5148,4635,3469,-2182,-643,-3671,1205,3671,3187,3033,-9112,1572
556,3,162,7,7728,2910,-7022,-5163,9082,4235,6545,-2910,-6013,2224,6013,3973,3873,-10002,2514
578,1,225,2,7350,1937,-6395,-5090,7136,4450,5768,-1937,-4789,1718,4789,4073,3997,-9459,2841
482,0,0,-9,-1978,2476,1719,3925,5000,-527,32767,-2476,-4193,-477,4193,-593,-497,2098,64
678,5,127,5,4721,-524,-5004,-5388,635,2392,-21273,524,-2090,857,2090,2397,2236,-7704,910
643,8,167,-2,8115,3056,-7055,-5095,9256,4857,8304,-3056,-6286,2318,6286,4521,4498,-10727,3506
646,3,135,-4,6489,941,-5943,-5298,5472,3308,-657,-941,-3951,1303,3951,3201,3046,-9046,1573
717,2,333,3,6845,1731,-6125,-4915,6955,3916,4614,-1731,-4878,1636,4878,3635,3514,-9239,2165
501,1,0,-9,6429,601,-5834,-5424,4105,3581,-2565,-601,-3333,1183,3333,3451,3323,-8853,1987
626,5,202,-8,6426,1284,-5685,-4748,5560,3679,3353,-1284,-4006,1459,4006,3490,3365,-8479,2052
674,2,27,6,7633,2658,-6588,-4764,8584,5104,9053,-2658,-5747,2122,5747,4500,4486,-9887,3643
594,3,236,-6,4017,-1027,-3737,-4588,-4192,1811,-32768,1027,-221,703,221,1747,1590,-6091,420
719,4,346,9,7342,2058,-6669,-5342,7484,4177,4825,-2058,-4751,1752,4751,3930,3832,-9217,2544
681,5,149,-2,7668,2666,-6687,-4893,8495,4725,8234,-2666,-5570,2109,5570,4381,4343,-9696,3346
644,2,244,0,5399,478,-5664,-5333,3697,2722,-5096,-478,-2998,1152,2998,2781,2626,-7628,1265
579,9,349,0,8085,2976,-7184,-5353,9232,4573,7082,-2976,-6182,2217,6182,4341,4282,-10673,3080
591,3,56,6,4358,10,-4830,-4820,1087,2217,-10952,-10,-1903,1009,1903,2297,2142,-6234,870
690,4,244,2,6498,1358,-5690,-4695,6460,3402,2824,-1358,-4296,1492,4296,3177,3019,-8758,1532
664,4,296,-3,7887,2721,-6830,-5041,8685,4824,8018,-2721,-5904,2130,5904,4462,4432,-10374,3434
649,10,311,-7,6831,1342,-6158,-5247,5954,3993,2656,-1342,-4617,1462,4617,3766,3663,-9555,2421
674,5,101,-3,7994,3161,-7055,-5013,9165,5465,9713,-3161,-6166,2387,6166,4917,4974,-10201,4482
645,5,281,8,7654,2669,-6807,-5043,8863,4227,6481,-2669,-5795,2110,5795,3926,3818,-9953,2428
651,3,304,0,7451,1661,-6455,-5378,7026,4146,3652,-1661,-5075,1573,5075,3868,3761,-10373,2402
696,4,346,-1,7366,2257,-6507,-4980,7845,4586,7055,-2257,-5393,1880,5393,4207,4152,-9705,3107
549,3,214,-11,8078,3279,-7274,-5238,9443,4781,8008,-3279,-6311,2440,6311,4521,4494,-10347,3484
538,7,50,-6,8199,2923,-6923,-5006,9168,5006,8615,-2923,-6284,2256,6284,4579,4558,-11060,3544
561,10,253,-6,6188,1002,-6050,-5369,5305,3279,-221,-1002,-4172,1322,4172,3295,3157,-8832,1797
541,3,198,7,8296,3276,-7460,-5536,9485,5336,8369,-3276,-6421,2373,6421,4953,5007,-10873,4403
723,1,270,8,7711,2981,-6784,-4765,8925,4797,8785,-2981,-5807,2325,5807,4379,4339,-9559,3322
694,1,135,-8,7147,2024,-6506,-5161,7048,4505,6013,-2024,-4782,1758,4782,4200,4154,-9066,3214
599,3,45,0,4632,-544,-4556,-4978,700,2358,-23982,544,-2223,845,2223,2273,2110,-7784,793
612,4,135,-5,5445,-295,-5361,-5568,2031,2701,-15841,295,-2572,922,2572,2687,2522,-8504,1114
665,6,219,12,8143,3064,-7080,-5128,9200,5156,8790,-3064,-6226,2306,6226,4735,4747,-10682,3933
615,5,239,-4,7615,2470,-6653,-5006,8242,4528,7128,-2470,-5473,1986,5473,4182,4113,-9814,2939
698,6,64,18,7205,2246,-6020,-4366,8246,4172,7652,-2246,-5349,1958,5349,3782,3669,-9447,2319
591,4,135,0,7743,2248,-6924,-5540,7912,4596,5817,-2248,-5352,1815,5352,4359,4317,-10180,3287
640,5,338,0,5617,-96,-5331,-5402,2036,3055,-12304,96,-2795,973,2795,3030,2886,-8575,1547
630,5,101,10,8190,3005,-7238,-5418,9094,5107,7974,-3005,-6031,2228,6031,4751,4767,-10576,3962
571,11,189,0,7656,1629,-7015,-6077,6811,4359,2526,-1629,-4466,1521,4466,4160,4087,-9947,2886
666,1,315,-4,6606,985,-5901,-5228,4695,4088,1131,-985,-3771,1322,3771,3750,3655,-8924,2497
639,9,302,-2,7876,2203,-6754,-5342,7866,4698,6227,-2203,-5245,1826,5245,4332,4280,-10324,3157
564,7,164,13,7244,1463,-6178,-5189,6461,4139,3570,-1463,-4776,1502,4776,3809,3697,-10043,2347
625,3,198,1,5714,1586,-5026,-3758,5779,3512,6775,-1586,-3657,1701,3657,3258,3142,-6820,1954
532,7,30,-1,8427,3002,-7383,-5624,9224,5353,7731,-3002,-6254,2203,6254,4844,4867,-11260,4043
575,1,135,-1,7244,1687,-6314,-5183,6615,4180,4694,-1687,-4186,1596,4186,3971,3883,-9031,2662
530,5,301,-1,7701,2826,-6790,-4899,8697,4744,8326,-2826,-5807,2229,5807,4419,4392,-9804,3456
